"","school","sex","age","address","famsize","Pstatus","Medu","Fedu","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","absences","G1","G2","M.at_home","M.health","M.other","M.services","M.teacher","F.at_home","F.health","F.other","F.services","F.teacher","g.father","g.mother","g.other","r.course","r.home","r.other","r.reputation"
"147",1,1,15,2,1,2,3,2,1,2,3,1,2,1,1,2,2,2,1,3,3,2,1,1,3,0,6,7,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
"148",1,1,15,2,1,2,1,2,1,2,0,1,2,2,1,1,2,2,1,4,3,2,1,1,5,2,10,11,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"149",1,2,16,2,1,2,4,4,1,1,0,1,2,1,1,2,1,2,2,3,3,2,2,1,5,0,7,6,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
"150",1,2,15,2,2,1,2,1,4,1,3,1,1,1,1,2,2,2,1,4,5,5,2,5,5,0,8,9,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
"151",1,2,18,2,2,2,1,1,1,1,3,1,1,1,1,2,1,2,2,2,3,5,2,5,4,0,6,5,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"152",1,2,16,2,2,2,2,1,1,1,1,1,1,1,2,2,2,1,2,4,4,4,3,5,5,6,12,13,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"153",1,1,15,1,1,2,3,3,2,3,2,1,2,2,2,2,2,2,2,4,2,1,2,3,3,8,10,10,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
"154",1,2,19,2,1,2,3,2,1,1,3,1,2,1,1,2,1,2,2,4,5,4,1,1,4,0,5,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
"155",1,1,17,2,1,2,4,4,1,1,0,2,2,1,1,2,2,1,2,4,2,1,1,1,4,0,11,11,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"156",1,2,15,1,1,2,2,3,1,2,0,2,1,2,2,2,2,1,1,4,4,4,1,1,1,2,11,8,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
"157",1,2,17,1,2,2,1,2,1,1,0,1,1,1,1,2,2,1,1,2,2,2,3,3,5,8,16,12,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
"158",1,1,18,1,1,2,1,1,3,1,3,1,2,1,2,1,2,1,1,5,2,5,1,5,4,6,9,8,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"159",1,2,16,1,1,2,2,2,3,1,0,1,1,1,1,1,2,1,1,4,2,2,1,2,3,2,17,15,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"160",1,2,16,2,1,2,3,3,1,2,1,1,2,2,1,2,2,2,2,4,5,5,4,4,5,4,10,12,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
"161",1,2,17,1,2,2,2,1,2,1,2,1,1,1,2,2,1,2,2,3,3,2,2,2,5,0,7,6,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"162",1,2,15,1,1,2,3,2,2,2,2,2,2,1,1,2,2,2,2,4,4,4,1,4,3,6,5,9,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"163",1,2,16,2,2,2,1,2,2,1,1,1,1,1,2,2,2,1,1,4,4,4,2,4,5,0,7,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"164",1,2,17,2,1,2,1,3,1,1,0,1,1,1,1,2,1,2,1,5,3,3,1,4,2,2,10,10,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
"165",1,2,17,1,2,2,1,1,4,2,3,1,1,1,2,2,1,1,2,5,3,5,1,5,5,0,5,8,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
"166",1,2,16,2,1,2,3,2,2,1,1,1,2,1,2,1,1,1,1,4,5,2,1,1,2,16,12,11,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
"167",1,2,16,2,1,2,2,2,1,2,0,1,1,1,1,2,1,2,1,4,3,5,2,4,4,4,10,10,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"168",1,1,16,2,1,2,4,2,1,2,0,1,1,2,1,2,2,2,2,4,2,3,1,1,3,0,14,15,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
"169",1,1,16,2,1,2,2,2,1,2,0,1,2,2,1,1,2,2,1,5,1,5,1,1,4,0,6,7,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
"170",1,1,16,2,1,2,4,4,1,2,0,1,2,2,1,2,2,2,2,4,4,2,1,1,3,0,14,14,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"171",1,2,16,2,1,2,3,4,3,1,2,1,2,1,2,1,2,2,1,3,4,5,2,4,2,0,6,5,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"172",1,2,16,2,1,2,1,0,2,2,0,1,2,2,2,2,2,2,2,4,3,2,1,1,3,2,13,15,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
"173",1,2,17,2,2,2,4,4,1,2,0,1,2,2,2,2,2,2,1,4,4,4,1,3,5,0,13,11,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
"174",1,1,16,2,1,2,1,3,1,2,3,1,1,1,2,1,2,2,2,4,3,5,1,1,3,0,8,7,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
"175",1,1,16,2,2,2,3,3,2,2,0,1,2,2,2,2,2,2,1,4,4,5,1,1,4,4,10,11,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
"176",1,2,17,2,2,2,4,3,2,2,0,1,1,2,2,2,2,2,1,4,4,4,4,4,4,4,10,9,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
"177",1,1,16,2,1,2,2,2,2,2,0,1,1,2,2,1,2,2,1,3,4,4,1,4,5,2,13,13,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
"178",1,2,17,2,1,2,3,3,1,2,0,1,1,1,2,1,2,2,1,4,3,4,1,4,4,4,6,5,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"179",1,2,16,1,1,2,4,2,1,1,0,1,2,1,2,2,2,2,2,4,3,3,3,4,3,10,10,8,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
"180",1,2,17,2,1,2,4,3,1,2,0,1,2,1,2,2,2,2,2,5,2,3,1,1,2,4,10,10,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"181",1,2,16,2,1,2,4,3,1,2,0,1,2,2,2,2,2,2,1,3,4,3,2,3,3,10,9,8,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
"182",1,2,16,2,1,2,3,3,1,2,0,1,1,2,2,2,2,2,2,4,2,3,1,2,3,2,12,13,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
"183",1,1,17,2,1,2,2,4,1,2,0,1,2,1,2,2,2,1,1,5,4,2,2,3,5,0,16,17,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
"184",1,1,17,2,2,2,3,3,1,2,0,1,2,1,2,2,2,2,2,5,3,3,2,3,1,56,9,9,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
"185",1,1,16,2,1,2,3,2,1,2,0,1,2,2,1,2,2,2,1,1,2,2,1,2,1,14,12,13,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
"186",1,2,17,2,1,2,3,3,1,2,0,1,2,1,2,2,2,2,2,4,3,4,2,3,4,12,12,12,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
"187",1,2,16,2,1,2,1,2,1,1,0,1,2,2,2,2,2,2,2,3,3,3,1,2,3,2,11,12,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
"188",1,2,16,2,2,2,2,1,1,2,0,1,1,2,2,2,2,2,2,4,2,3,1,2,5,0,15,15,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"189",1,1,17,2,1,1,3,3,1,2,0,1,2,1,1,1,2,2,2,3,3,3,1,3,3,6,8,7,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
"190",1,2,17,1,1,2,1,2,1,2,0,1,1,1,1,2,2,1,1,3,1,3,1,5,3,4,8,9,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
"191",1,1,16,2,1,2,2,3,1,2,0,1,1,1,1,2,2,2,1,4,3,3,1,1,2,10,11,12,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
"192",1,1,17,2,1,2,1,1,1,2,0,1,1,1,2,2,2,2,1,5,3,3,1,1,3,0,8,8,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
"193",1,2,17,2,1,2,1,2,2,2,0,1,1,2,2,1,2,2,1,4,4,4,4,5,5,12,7,8,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
"194",1,2,16,1,1,2,3,3,1,1,0,1,2,1,2,2,2,2,1,4,3,2,3,4,5,8,8,9,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
"195",1,2,16,2,1,2,2,3,2,1,0,1,1,1,1,2,2,2,1,5,3,3,1,1,3,0,13,14,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"196",1,1,17,2,2,2,2,4,1,2,0,1,1,1,2,2,2,2,2,4,3,2,1,1,5,0,14,15,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
"197",1,2,17,2,1,2,4,4,1,1,0,1,1,1,1,2,2,2,1,5,2,3,1,2,5,4,17,15,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
"198",1,2,16,1,2,2,3,3,3,1,0,1,2,2,2,2,2,2,1,3,3,4,3,5,3,8,9,9,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
"199",1,1,17,2,1,2,4,4,2,1,1,1,2,1,1,2,2,2,1,4,2,4,2,3,2,24,18,18,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
"200",1,1,16,2,2,2,4,4,1,2,0,1,2,2,1,2,2,2,1,4,5,2,1,2,3,0,9,9,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
"201",1,1,16,2,1,2,4,3,1,2,0,1,2,1,2,2,2,2,1,4,3,5,1,5,2,2,16,16,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
"202",1,1,16,2,1,2,2,3,1,2,0,2,2,2,2,2,2,1,1,4,4,3,1,3,4,6,8,10,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
"203",1,1,17,2,1,2,1,1,1,2,0,1,2,2,1,1,2,1,1,4,4,4,1,3,1,4,9,9,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"204",1,1,17,1,1,2,2,2,1,1,0,1,2,1,1,2,2,2,1,5,3,2,1,2,3,18,7,6,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
"205",1,1,16,1,1,2,2,2,2,4,0,1,2,2,2,1,2,2,1,5,3,5,1,1,5,6,10,10,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
"206",1,1,17,2,1,2,3,4,1,3,1,1,2,2,1,2,2,2,2,4,4,3,3,4,5,28,10,9,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
"207",1,1,16,2,1,1,3,1,1,2,3,1,2,2,1,2,2,2,1,2,3,3,2,2,4,5,7,7,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
"208",1,1,16,2,1,2,4,3,1,2,0,1,1,2,2,2,2,2,2,1,3,2,1,1,1,10,11,12,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
"209",1,1,16,2,1,2,1,1,2,1,0,1,2,2,1,2,2,1,1,4,3,2,1,4,5,6,9,9,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
"210",1,1,17,1,1,2,4,3,2,3,0,1,2,2,2,2,2,2,2,4,4,2,1,1,4,6,7,7,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
"211",1,1,19,2,1,2,3,3,1,4,0,1,2,2,2,2,2,2,1,4,3,3,1,2,3,10,8,8,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
"212",1,2,17,2,2,2,4,4,1,2,0,1,2,2,1,2,2,2,2,5,3,5,4,5,3,13,12,12,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
"213",1,1,16,2,1,1,2,2,1,2,0,2,2,2,1,2,2,2,1,3,3,4,1,1,4,0,12,13,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
"214",1,2,18,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2,1,4,4,4,2,4,5,15,6,7,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
"215",1,1,17,1,2,2,4,4,1,1,0,1,2,2,1,2,2,1,1,5,2,1,1,2,3,12,8,10,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"216",1,1,17,2,2,2,3,2,2,2,0,1,1,2,1,2,2,2,1,4,4,4,1,3,1,2,14,15,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
"217",1,1,17,2,1,2,4,3,1,2,2,1,1,2,1,2,2,2,2,3,4,5,2,4,1,22,6,6,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
"218",1,2,18,2,2,2,3,3,1,2,1,1,2,2,1,2,2,2,1,3,2,4,2,4,4,13,6,6,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
"219",1,1,17,2,1,2,2,3,2,1,0,1,2,2,1,2,2,1,1,3,3,3,1,4,3,3,7,7,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"220",1,1,17,2,1,2,2,2,1,3,0,1,2,2,2,2,2,2,1,4,3,3,1,1,4,4,9,10,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"221",1,1,17,1,1,2,2,1,2,2,0,1,2,1,2,2,2,2,1,4,2,5,1,2,5,2,6,6,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
"222",1,1,17,2,1,2,1,1,1,3,1,1,2,1,2,2,2,1,2,4,3,4,1,1,5,0,6,5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
"223",1,1,16,2,1,2,2,3,1,2,0,2,1,1,1,2,2,2,1,2,3,1,1,1,3,2,16,16,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
"224",1,2,18,2,1,2,2,2,2,2,0,1,2,2,1,2,2,2,1,3,3,3,5,5,4,0,12,13,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
"225",1,1,16,2,1,2,4,4,1,3,0,1,2,1,2,1,2,2,1,5,3,2,1,1,5,0,13,13,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
"226",1,1,18,1,1,2,3,1,1,2,1,1,1,1,2,2,2,2,2,5,3,3,1,1,4,16,9,8,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
"227",1,1,17,2,1,2,3,2,1,2,0,1,1,1,2,1,2,2,1,5,3,4,1,3,3,10,16,15,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"228",1,2,17,2,2,2,2,3,1,2,0,1,2,2,1,1,2,2,1,5,3,3,1,3,3,2,12,11,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
"229",1,2,18,2,2,2,2,1,4,2,0,2,2,2,2,2,2,2,2,4,3,2,4,5,3,14,10,8,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"230",1,1,17,2,1,1,2,1,2,3,0,1,1,1,2,2,2,2,2,3,2,3,1,2,3,10,12,10,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"231",1,1,17,2,2,2,4,3,1,2,0,1,1,1,2,2,2,2,2,3,2,3,1,2,3,14,13,13,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"232",1,2,17,1,1,2,2,2,2,2,0,1,2,2,2,2,2,2,1,4,5,2,1,1,1,4,11,11,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"233",1,2,17,2,1,2,4,4,1,2,0,2,2,1,2,2,2,2,2,4,5,5,1,3,2,14,11,9,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
"234",1,2,16,2,1,2,4,4,1,2,0,1,2,2,2,2,2,2,1,4,2,4,2,4,1,2,14,13,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"235",1,2,16,2,2,2,1,1,2,2,0,1,2,2,1,2,2,2,1,3,4,2,1,1,5,18,9,7,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
"236",1,2,16,2,1,2,3,2,2,3,0,1,1,1,2,2,2,2,2,5,3,3,1,3,2,10,11,9,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
"237",1,2,17,2,2,2,2,2,1,2,0,1,1,2,2,1,2,2,2,4,4,2,5,5,4,4,14,13,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"238",1,1,16,2,1,2,2,1,1,1,0,1,1,1,1,2,2,2,2,4,5,2,1,1,5,20,13,12,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
"239",1,1,17,1,1,2,2,1,3,2,0,1,1,1,2,2,2,1,1,2,1,1,1,1,3,2,13,11,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
"240",1,2,18,2,1,2,2,2,1,2,1,1,1,1,1,2,1,2,1,5,5,4,3,5,2,0,7,7,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
"241",1,2,17,2,2,2,4,3,2,2,0,1,1,1,2,2,2,2,2,2,5,5,1,4,5,14,12,12,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"242",1,2,17,1,2,1,4,4,2,2,0,1,2,2,1,2,2,2,1,3,3,3,2,3,4,2,10,11,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
"243",1,2,16,2,2,2,4,3,1,1,0,1,1,1,2,1,2,2,1,5,4,5,1,1,3,0,6,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
"244",1,2,16,2,1,2,4,4,1,1,0,1,1,1,2,2,2,2,1,5,3,2,1,2,5,0,13,12,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
"245",1,1,18,2,1,2,2,1,2,3,0,1,2,2,1,1,2,2,2,4,4,4,1,1,3,0,7,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
"246",1,2,16,2,1,2,2,1,3,1,0,1,1,1,1,2,2,2,1,4,3,3,1,1,4,6,18,18,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"247",1,2,17,2,1,2,2,3,2,1,0,1,1,1,1,2,2,2,1,5,2,2,1,1,2,4,12,12,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"248",1,2,22,2,1,2,3,1,1,1,3,1,1,1,1,1,1,2,2,5,4,5,5,5,1,16,6,8,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
"249",1,2,18,1,2,2,3,3,1,2,1,1,2,1,1,2,2,2,2,4,3,3,1,3,5,8,3,5,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
"250",1,2,16,2,1,2,0,2,1,1,0,1,1,2,1,1,2,2,1,4,3,2,2,4,5,0,13,15,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
"251",1,2,18,2,1,2,3,2,2,1,1,1,1,1,1,2,1,2,1,4,4,5,2,4,5,0,6,8,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
"252",1,2,16,2,1,2,3,3,3,2,0,2,2,1,1,1,2,2,1,5,3,3,1,3,2,6,7,10,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
"253",1,2,18,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,3,2,5,2,5,5,4,6,9,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
"254",1,2,16,1,1,2,2,1,2,1,0,1,1,1,2,1,2,1,1,3,3,2,1,3,3,0,8,9,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"255",1,2,17,1,1,2,2,1,1,1,0,1,1,1,1,1,2,2,1,4,4,2,2,4,5,0,8,12,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"256",1,2,17,2,2,2,1,1,2,1,1,1,2,1,2,2,2,2,1,4,4,4,1,2,5,2,7,9,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"257",1,1,17,2,2,2,4,2,1,4,0,1,2,2,2,2,2,2,1,4,2,3,1,1,4,6,14,12,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
"258",1,2,19,2,2,1,4,3,1,2,0,1,2,1,1,2,2,2,1,4,3,1,1,1,1,12,11,11,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
"259",1,2,18,2,1,2,2,1,1,2,0,1,1,1,2,2,2,2,1,5,2,4,1,2,4,8,15,14,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
"260",1,1,17,2,2,2,2,2,1,4,0,1,1,2,2,2,2,2,2,3,4,1,1,1,2,0,10,9,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
"261",1,1,18,2,1,2,4,3,1,2,0,1,2,2,1,2,2,2,2,3,1,2,1,3,2,21,17,18,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
"262",1,2,18,2,1,2,4,3,1,2,0,1,2,2,1,1,2,2,1,4,3,2,1,1,3,2,8,8,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
"263",1,2,18,1,1,2,3,2,1,3,0,1,1,1,2,1,2,1,1,5,3,2,1,1,3,1,13,12,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"264",1,1,17,2,1,2,3,3,1,3,0,1,1,1,2,1,2,1,1,3,2,3,1,1,4,4,10,9,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
"265",1,1,18,2,1,2,2,2,1,3,0,1,2,2,2,2,2,2,2,4,3,3,1,1,3,0,9,10,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
"266",1,2,18,1,2,1,3,4,2,2,0,1,2,2,2,2,2,2,1,4,2,5,3,4,1,13,17,17,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
"267",1,2,17,2,1,2,3,1,1,2,0,1,1,2,2,2,2,2,2,5,4,4,3,4,5,2,9,9,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"268",1,1,18,1,1,2,4,4,2,2,0,1,1,2,2,2,2,2,1,4,3,4,2,2,4,8,12,10,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
"269",1,2,18,2,1,2,4,2,1,2,0,1,2,2,2,2,2,2,2,5,4,5,1,3,5,10,10,9,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"270",1,1,18,1,1,2,2,1,2,2,0,1,2,1,1,2,1,2,2,4,3,5,1,2,3,0,6,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
"271",1,1,19,2,1,2,3,3,1,2,2,1,2,2,2,2,2,2,1,4,3,5,3,3,5,15,9,9,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
"272",1,1,18,2,1,2,2,3,1,4,0,1,2,2,2,2,2,2,2,4,5,5,1,3,2,4,15,14,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
"273",1,1,18,2,2,2,1,1,2,2,0,1,2,2,1,1,2,1,1,4,4,3,1,1,3,2,11,11,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
"274",1,2,17,1,1,2,1,2,1,2,0,1,2,2,2,1,2,1,2,3,5,2,2,2,1,2,15,14,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"275",1,1,17,2,1,2,2,4,2,2,0,1,2,2,1,2,2,2,2,4,3,3,1,1,1,2,10,10,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"276",1,1,17,2,2,2,2,2,2,2,0,2,2,2,1,2,2,2,2,4,4,4,2,3,5,6,12,12,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
"277",1,1,18,1,1,1,3,2,2,2,0,1,1,1,1,1,1,2,2,4,1,1,1,1,5,75,10,9,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
"278",1,2,18,2,1,2,4,4,2,1,0,1,1,2,2,2,2,2,1,3,2,4,1,4,3,22,9,9,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
"279",1,1,18,2,1,2,4,4,1,2,1,2,2,1,2,2,2,2,2,2,4,4,1,1,4,15,9,8,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"280",1,2,18,2,2,2,4,3,2,1,0,1,1,2,2,2,2,2,1,4,2,3,1,2,1,8,10,11,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
"281",1,2,17,2,2,1,4,1,2,1,0,1,1,2,2,2,2,2,2,4,5,4,2,4,5,30,8,8,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
"282",1,2,17,2,2,1,3,2,1,1,1,1,1,1,1,2,2,2,1,4,4,4,3,4,3,19,11,9,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
"283",1,1,18,1,2,2,1,1,2,4,0,1,2,2,2,2,2,1,1,5,2,2,1,1,3,1,12,12,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
"284",1,1,18,2,1,2,1,1,2,2,0,2,1,1,2,2,2,2,1,5,4,4,1,1,4,4,8,9,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
"285",1,1,17,2,1,2,2,2,1,2,0,1,2,1,1,1,2,2,1,5,4,5,1,2,5,4,10,9,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"286",1,2,17,2,1,2,1,1,1,2,0,1,1,2,1,1,2,2,1,4,3,3,1,2,4,2,12,10,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"287",1,1,18,2,1,2,2,2,1,3,0,1,2,2,1,2,2,2,1,4,3,3,1,2,2,5,18,18,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
"288",1,1,17,2,1,2,1,1,1,3,0,1,2,2,1,2,2,2,1,4,3,3,1,1,3,6,13,12,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
"289",1,2,18,2,1,2,2,1,1,3,0,1,1,2,2,2,2,2,1,4,2,4,1,3,2,6,15,14,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
"290",1,2,18,2,2,1,4,4,1,2,0,1,2,2,2,2,2,2,1,5,4,3,1,1,2,9,15,13,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
"291",1,2,18,2,1,2,4,2,1,2,0,1,2,2,2,2,2,2,2,4,3,2,1,4,5,11,12,11,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
"292",1,1,17,2,1,2,4,3,1,3,0,1,2,2,1,2,2,2,1,4,2,2,1,2,3,0,15,15,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
"293",1,1,18,2,2,2,2,1,1,2,1,1,1,1,1,2,2,2,2,5,4,3,1,1,5,12,12,12,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
"294",1,1,17,1,2,2,3,1,2,4,0,1,2,2,1,2,2,1,1,3,1,2,1,1,3,6,18,18,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
